-0.589706 0.701751 0.000000
-0.601501 0.754824 0.000000
-0.684059 0.819692 0.000000
-0.737133 0.855074 0.000000
-0.884560 0.884560 0.000000
-0.978913 0.878663 0.000000
-1.090957 0.813795 0.000000
-1.144030 0.719442 0.000000
-1.214795 0.613295 0.000000
-1.238384 0.577912 0.000000
-1.250178 0.477662 0.000000
-1.267869 0.406898 0.000000
-1.291457 0.271265 0.000000
-1.285560 0.188706 0.000000
-1.279663 0.047176 0.000000
-1.220692 -0.058971 0.000000
-1.161722 -0.129735 0.000000
-1.055574 -0.188706 0.000000
-0.931736 -0.224088 0.000000
-0.902251 -0.224088 0.000000
-0.790207 -0.235883 0.000000
-0.760721 -0.224088 0.000000
-0.684059 -0.200500 0.000000
-0.619192 -0.141530 0.000000
-0.589706 -0.082559 0.000000
-0.572015 0.005897 0.000000
-0.554324 0.076662 0.000000
-0.560221 0.159221 0.000000
-0.566118 0.224088 0.000000
-0.595604 0.218191 0.000000
-0.689957 0.218191 0.000000
-0.731236 0.212294 0.000000
-0.784310 0.212294 0.000000
-0.813795 0.218191 0.000000
-0.902251 0.218191 0.000000
-0.135632 0.866868 0.000000
-0.129735 0.778413 0.000000
-0.129735 0.731236 0.000000
-0.135632 0.701751 0.000000
-0.123838 0.613295 0.000000
-0.129735 0.542530 0.000000
-0.123838 0.465868 0.000000
-0.123838 0.424589 0.000000
-0.123838 0.383309 0.000000
-0.129735 0.318442 0.000000
-0.117941 0.253574 0.000000
-0.123838 0.218191 0.000000
-0.117941 0.094353 0.000000
-0.117941 0.023588 0.000000
-0.123838 0.000000 0.000000
-0.123838 -0.064868 0.000000
-0.117941 -0.112044 0.000000
-0.112044 -0.212294 0.000000
-0.112044 -0.224088 0.000000
-0.053074 -0.224088 0.000000
0.000000 -0.224088 0.000000
0.023588 -0.224088 0.000000
0.159221 -0.229986 0.000000
0.188706 -0.218191 0.000000
0.265368 -0.218191 0.000000
0.306647 -0.218191 0.000000
0.424589 -0.224088 0.000000
0.459971 -0.224088 0.000000
0.507147 -0.224088 0.000000
0.572015 -0.218191 0.000000
0.642780 -0.224088 0.000000
