-0.953197 0.302536 0.000000
-1.085815 0.381279 0.000000
-1.317898 0.269382 0.000000
-1.342764 0.033155 0.000000
-1.330331 -0.174062 0.000000
-1.168702 -0.265237 0.000000
-0.998784 -0.240371 0.000000
-0.961486 -0.165773 0.000000
-0.422722 0.248660 0.000000
-0.567774 0.360557 0.000000
-0.737691 0.327402 0.000000
-0.737691 0.145052 0.000000
-0.588495 0.049732 0.000000
-0.501464 0.078742 0.000000
-0.397856 0.029010 0.000000
-0.426866 -0.153340 0.000000
-0.567774 -0.244516 0.000000
-0.679671 -0.261093 0.000000
-0.741836 -0.145052 0.000000
0.041443 0.273526 0.000000
-0.153340 0.356413 0.000000
-0.261093 0.261093 0.000000
-0.335691 -0.037299 0.000000
-0.273526 -0.227938 0.000000
-0.082887 -0.277670 0.000000
0.045588 -0.178206 0.000000
0.497320 0.203072 0.000000
0.658949 0.314969 0.000000
0.862022 0.244516 0.000000
0.849588 0.107753 0.000000
0.716970 -0.091175 0.000000
0.555341 -0.236227 0.000000
0.559485 -0.302536 0.000000
0.733547 -0.290103 0.000000
0.878599 -0.302536 0.000000
1.007073 0.174062 0.000000
1.176991 0.298392 0.000000
1.338620 0.248660 0.000000
1.342764 0.120186 0.000000
1.280599 -0.029010 0.000000
1.127259 -0.037299 0.000000
1.284743 -0.087031 0.000000
1.342764 -0.174062 0.000000
1.313754 -0.277670 0.000000
1.235012 -0.343980 0.000000
1.085815 -0.339835 0.000000
0.990496 -0.281815 0.000000
1.583135 0.261093 0.000000
1.591424 0.045588 0.000000
1.578991 -0.331547 0.000000
